Year,Month,Segment,Sub-Segment,Category,Subcategory,Tag,Amount,Quarter,Difference,Difference YTD Budget
2026.0,September,Mitra,VP 3P Mitra,,CM,Budget,4899415794.0,Q3,,
2026.0,September,Mitra,VP 3P Mitra,GA,G&A - Staff Cost,Budget,0.0,Q3,,
2026.0,September,Mitra,VP 3P Mitra,GA,G&A - Other staff cost,Budget,-316970184.0,Q3,,
2026.0,September,Mitra,VP 3P Mitra,GA,G&A - Facility Management and Travelling,Budget,-28400000.0,Q3,,
2026.0,September,Mitra,VP 3P Mitra,GA,G&A - Consultancy cost,Budget,0.0,Q3,,
2026.0,September,Mitra,VP 3P Mitra,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q3,,
2026.0,September,Mitra,VP 3P Mitra,GA,G&A - IT Cost,Budget,-152980495.0,Q3,,
2026.0,September,Mitra,VP 3P Mitra,GA,G&A - Depreciation,Budget,0.0,Q3,,
2026.0,September,Mitra,VP 3P Mitra,,Other income/(expenses) ,Budget,0.0,Q3,,
2026.0,September,Mitra,VP 3P Mitra,,Total G&A (Include Depre + Others),Budget,-498350679.0,Q3,,
2026.0,September,Mitra,VP 3P Mitra,EBITDA,EBITDA,Budget,4401065115.0,Q3,,
2026.0,September,Mitra,VP 3P Mitra,EBIT,EBIT,Budget,4401065115.0,Q3,,
,,Mitra,VP 3P Mitra,,,Budget,,,,
2026.0,October,Mitra,VP 3P Mitra,Revenue,Revenue,Budget,7577834158.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,COGS,COGS,Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,GP,GP,Budget,7577834158.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,SM,S&M - O2O,Budget,-2361293475.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,SM,S&M - Offline,Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,SM,S&M - Online,Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,SM,S&M - Others,Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,SM,S&M - Others (FD & SS Cashback),Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,SM,S&M - Payment Channel,Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,SM,S&M - PCV,Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,SM,S&M - Distribution Cost,Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,,Total S&M,Budget,-2361293475.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,,CM,Budget,5216540683.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,GA,G&A - Staff Cost,Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,GA,G&A - Other staff cost,Budget,-316970184.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,GA,G&A - Facility Management and Travelling,Budget,-21000000.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,GA,G&A - Consultancy cost,Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,GA,G&A - IT Cost,Budget,-152980495.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,GA,G&A - Depreciation,Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,,Other income/(expenses) ,Budget,0.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,,Total G&A (Include Depre + Others),Budget,-490950679.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,EBITDA,EBITDA,Budget,4725590004.0,Q4,,
2026.0,October,Mitra,VP 3P Mitra,EBIT,EBIT,Budget,4725590004.0,Q4,,
,,Mitra,VP 3P Mitra,,,Budget,,,,
2026.0,November,Mitra,VP 3P Mitra,Revenue,Revenue,Budget,7578288035.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,COGS,COGS,Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,GP,GP,Budget,7578288035.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,SM,S&M - O2O,Budget,-2388350086.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,SM,S&M - Offline,Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,SM,S&M - Online,Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,SM,S&M - Others,Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,SM,S&M - Others (FD & SS Cashback),Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,SM,S&M - Payment Channel,Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,SM,S&M - PCV,Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,SM,S&M - Distribution Cost,Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,,Total S&M,Budget,-2388350086.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,,CM,Budget,5189937949.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,GA,G&A - Staff Cost,Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,GA,G&A - Other staff cost,Budget,-316970184.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,GA,G&A - Facility Management and Travelling,Budget,-27900000.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,GA,G&A - Consultancy cost,Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,GA,G&A - IT Cost,Budget,-152980495.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,GA,G&A - Depreciation,Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,,Other income/(expenses) ,Budget,0.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,,Total G&A (Include Depre + Others),Budget,-497850679.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,EBITDA,EBITDA,Budget,4692087270.0,Q4,,
2026.0,November,Mitra,VP 3P Mitra,EBIT,EBIT,Budget,4692087270.0,Q4,,
,,Mitra,VP 3P Mitra,,,Budget,,,,
2026.0,December,Mitra,VP 3P Mitra,Revenue,Revenue,Budget,8022887009.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,COGS,COGS,Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,GP,GP,Budget,8022887009.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,SM,S&M - O2O,Budget,-2503769085.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,SM,S&M - Offline,Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,SM,S&M - Online,Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,SM,S&M - Others,Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,SM,S&M - Others (FD & SS Cashback),Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,SM,S&M - Payment Channel,Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,SM,S&M - PCV,Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,SM,S&M - Distribution Cost,Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,,Total S&M,Budget,-2503769085.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,,CM,Budget,5519117924.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,GA,G&A - Staff Cost,Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,GA,G&A - Other staff cost,Budget,-316970184.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,GA,G&A - Facility Management and Travelling,Budget,-32700000.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,GA,G&A - Consultancy cost,Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,GA,G&A - IT Cost,Budget,-152980495.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,GA,G&A - Depreciation,Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,,Other income/(expenses) ,Budget,0.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,,Total G&A (Include Depre + Others),Budget,-502650679.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,EBITDA,EBITDA,Budget,5016467245.0,Q4,,
2026.0,December,Mitra,VP 3P Mitra,EBIT,EBIT,Budget,5016467245.0,Q4,,
,,,,,,Budget,,,,
,,,,,,Budget,,,,
2026.0,January,Retail,Retail HQ,Revenue,Revenue,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,COGS,COGS,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,GP,GP,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,SM,S&M - O2O,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,SM,S&M - Offline,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,SM,S&M - Online,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,SM,S&M - Others,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,SM,S&M - Others (FD & SS Cashback),Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,SM,S&M - Payment Channel,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,SM,S&M - PCV,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,SM,S&M - Distribution Cost,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,,Total S&M,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,,CM,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,GA,G&A - Staff Cost,Budget,-2032410908.0,Q1,,
2026.0,January,Retail,Retail HQ,GA,G&A - Other staff cost,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,GA,G&A - Facility Management and Travelling,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,GA,G&A - Consultancy cost,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,GA,G&A - IT Cost,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,GA,G&A - Depreciation,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,,Other income/(expenses) ,Budget,0.0,Q1,,
2026.0,January,Retail,Retail HQ,,Total G&A (Include Depre + Others),Budget,-2032410908.0,Q1,,
2026.0,January,Retail,Retail HQ,EBITDA,EBITDA,Budget,-2032410908.0,Q1,,
2026.0,January,Retail,Retail HQ,EBIT,EBIT,Budget,-2032410908.0,Q1,,
,,,,,,Budget,,,,
2026.0,February,Retail,Retail HQ,Revenue,Revenue,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,COGS,COGS,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,GP,GP,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,SM,S&M - O2O,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,SM,S&M - Offline,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,SM,S&M - Online,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,SM,S&M - Others,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,SM,S&M - Others (FD & SS Cashback),Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,SM,S&M - Payment Channel,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,SM,S&M - PCV,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,SM,S&M - Distribution Cost,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,,Total S&M,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,,CM,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,GA,G&A - Staff Cost,Budget,-2032410908.0,Q1,,
2026.0,February,Retail,Retail HQ,GA,G&A - Other staff cost,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,GA,G&A - Facility Management and Travelling,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,GA,G&A - Consultancy cost,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,GA,G&A - IT Cost,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,GA,G&A - Depreciation,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,,Other income/(expenses) ,Budget,0.0,Q1,,
2026.0,February,Retail,Retail HQ,,Total G&A (Include Depre + Others),Budget,-2032410908.0,Q1,,
2026.0,February,Retail,Retail HQ,EBITDA,EBITDA,Budget,-2032410908.0,Q1,,
2026.0,February,Retail,Retail HQ,EBIT,EBIT,Budget,-2032410908.0,Q1,,
,,,Retail HQ,,,Budget,,,,
2026.0,March,Retail,Retail HQ,Revenue,Revenue,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,COGS,COGS,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,GP,GP,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,SM,S&M - O2O,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,SM,S&M - Offline,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,SM,S&M - Online,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,SM,S&M - Others,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,SM,S&M - Others (FD & SS Cashback),Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,SM,S&M - Payment Channel,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,SM,S&M - PCV,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,SM,S&M - Distribution Cost,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,,Total S&M,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,,CM,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,GA,G&A - Staff Cost,Budget,-2079566059.0,Q1,,
2026.0,March,Retail,Retail HQ,GA,G&A - Other staff cost,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,GA,G&A - Facility Management and Travelling,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,GA,G&A - Consultancy cost,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,GA,G&A - IT Cost,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,GA,G&A - Depreciation,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,,Other income/(expenses) ,Budget,0.0,Q1,,
2026.0,March,Retail,Retail HQ,,Total G&A (Include Depre + Others),Budget,-2079566059.0,Q1,,
2026.0,March,Retail,Retail HQ,EBITDA,EBITDA,Budget,-2079566059.0,Q1,,
2026.0,March,Retail,Retail HQ,EBIT,EBIT,Budget,-2079566059.0,Q1,,
,,,Retail HQ,,,Budget,,,,
2026.0,April,Retail,Retail HQ,Revenue,Revenue,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,COGS,COGS,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,GP,GP,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,SM,S&M - O2O,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,SM,S&M - Offline,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,SM,S&M - Online,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,SM,S&M - Others,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,SM,S&M - Others (FD & SS Cashback),Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,SM,S&M - Payment Channel,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,SM,S&M - PCV,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,SM,S&M - Distribution Cost,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,,Total S&M,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,,CM,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,GA,G&A - Staff Cost,Budget,-2079566059.0,Q2,,
2026.0,April,Retail,Retail HQ,GA,G&A - Other staff cost,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,GA,G&A - Facility Management and Travelling,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,GA,G&A - Consultancy cost,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,GA,G&A - IT Cost,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,GA,G&A - Depreciation,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,,Other income/(expenses) ,Budget,0.0,Q2,,
2026.0,April,Retail,Retail HQ,,Total G&A (Include Depre + Others),Budget,-2079566059.0,Q2,,
2026.0,April,Retail,Retail HQ,EBITDA,EBITDA,Budget,-2079566059.0,Q2,,
2026.0,April,Retail,Retail HQ,EBIT,EBIT,Budget,-2079566059.0,Q2,,
,,,Retail HQ,,,Budget,,,,
2026.0,May,Retail,Retail HQ,Revenue,Revenue,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,COGS,COGS,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,GP,GP,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,SM,S&M - O2O,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,SM,S&M - Offline,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,SM,S&M - Online,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,SM,S&M - Others,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,SM,S&M - Others (FD & SS Cashback),Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,SM,S&M - Payment Channel,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,SM,S&M - PCV,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,SM,S&M - Distribution Cost,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,,Total S&M,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,,CM,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,GA,G&A - Staff Cost,Budget,-2091367266.0,Q2,,
2026.0,May,Retail,Retail HQ,GA,G&A - Other staff cost,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,GA,G&A - Facility Management and Travelling,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,GA,G&A - Consultancy cost,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,GA,G&A - IT Cost,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,GA,G&A - Depreciation,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,,Other income/(expenses) ,Budget,0.0,Q2,,
2026.0,May,Retail,Retail HQ,,Total G&A (Include Depre + Others),Budget,-2091367266.0,Q2,,
2026.0,May,Retail,Retail HQ,EBITDA,EBITDA,Budget,-2091367266.0,Q2,,
2026.0,May,Retail,Retail HQ,EBIT,EBIT,Budget,-2091367266.0,Q2,,
,,,Retail HQ,,,Budget,,,,
2026.0,June,Retail,Retail HQ,Revenue,Revenue,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,COGS,COGS,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,GP,GP,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,SM,S&M - O2O,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,SM,S&M - Offline,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,SM,S&M - Online,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,SM,S&M - Others,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,SM,S&M - Others (FD & SS Cashback),Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,SM,S&M - Payment Channel,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,SM,S&M - PCV,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,SM,S&M - Distribution Cost,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,,Total S&M,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,,CM,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,GA,G&A - Staff Cost,Budget,-2127202633.0,Q2,,
2026.0,June,Retail,Retail HQ,GA,G&A - Other staff cost,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,GA,G&A - Facility Management and Travelling,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,GA,G&A - Consultancy cost,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,GA,G&A - IT Cost,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,GA,G&A - Depreciation,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,,Other income/(expenses) ,Budget,0.0,Q2,,
2026.0,June,Retail,Retail HQ,,Total G&A (Include Depre + Others),Budget,-2127202633.0,Q2,,
2026.0,June,Retail,Retail HQ,EBITDA,EBITDA,Budget,-2127202633.0,Q2,,
2026.0,June,Retail,Retail HQ,EBIT,EBIT,Budget,-2127202633.0,Q2,,
,,,Retail HQ,,,Budget,,,,
2026.0,July,Retail,Retail HQ,Revenue,Revenue,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,COGS,COGS,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,GP,GP,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,SM,S&M - O2O,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,SM,S&M - Offline,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,SM,S&M - Online,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,SM,S&M - Others,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,SM,S&M - Others (FD & SS Cashback),Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,SM,S&M - Payment Channel,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,SM,S&M - PCV,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,SM,S&M - Distribution Cost,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,,Total S&M,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,,CM,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,GA,G&A - Staff Cost,Budget,-2163039596.0,Q3,,
2026.0,July,Retail,Retail HQ,GA,G&A - Other staff cost,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,GA,G&A - Facility Management and Travelling,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,GA,G&A - Consultancy cost,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,GA,G&A - IT Cost,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,GA,G&A - Depreciation,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,,Other income/(expenses) ,Budget,0.0,Q3,,
2026.0,July,Retail,Retail HQ,,Total G&A (Include Depre + Others),Budget,-2163039596.0,Q3,,
2026.0,July,Retail,Retail HQ,EBITDA,EBITDA,Budget,-2163039596.0,Q3,,
2026.0,July,Retail,Retail HQ,EBIT,EBIT,Budget,-2163039596.0,Q3,,
,,,Retail HQ,,,Budget,,,,
2026.0,August,Retail,Retail HQ,Revenue,Revenue,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,COGS,COGS,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,GP,GP,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,SM,S&M - O2O,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,SM,S&M - Offline,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,SM,S&M - Online,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,SM,S&M - Others,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,SM,S&M - Others (FD & SS Cashback),Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,SM,S&M - Payment Channel,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,SM,S&M - PCV,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,SM,S&M - Distribution Cost,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,,Total S&M,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,,CM,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,GA,G&A - Staff Cost,Budget,-2174840802.0,Q3,,
2026.0,August,Retail,Retail HQ,GA,G&A - Other staff cost,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,GA,G&A - Facility Management and Travelling,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,GA,G&A - Consultancy cost,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,GA,G&A - IT Cost,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,GA,G&A - Depreciation,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,,Other income/(expenses) ,Budget,0.0,Q3,,
2026.0,August,Retail,Retail HQ,,Total G&A (Include Depre + Others),Budget,-2174840802.0,Q3,,
2026.0,August,Retail,Retail HQ,EBITDA,EBITDA,Budget,-2174840802.0,Q3,,
2026.0,August,Retail,Retail HQ,EBIT,EBIT,Budget,-2174840802.0,Q3,,
,,,Retail HQ,,,Budget,,,,
2026.0,September,Retail,Retail HQ,Revenue,Revenue,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,COGS,COGS,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,GP,GP,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,SM,S&M - O2O,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,SM,S&M - Offline,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,SM,S&M - Online,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,SM,S&M - Others,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,SM,S&M - Others (FD & SS Cashback),Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,SM,S&M - Payment Channel,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,SM,S&M - PCV,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,SM,S&M - Distribution Cost,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,,Total S&M,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,,CM,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,GA,G&A - Staff Cost,Budget,-2174840802.0,Q3,,
2026.0,September,Retail,Retail HQ,GA,G&A - Other staff cost,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,GA,G&A - Facility Management and Travelling,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,GA,G&A - Consultancy cost,Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,GA,G&A - Corporate Action (Adj. Total),Budget,0.0,Q3,,
2026.0,September,Retail,Retail HQ,GA,G&A - IT Cost,Budget,0.0,Q3,,
